record_id,student_id,student_name,gender,age,class,location,subject,attendance_pct,study_hours_per_week,assignment_marks,test_marks,exam_marks,final_score,final_grade,academic_term,academic_year
3744,93,Brandon Huff,Female,14,Form 4,Nairobi,Physics,75.0,4.2,79.3,82.1,92.6,86.8,A,Term 3,2025
3745,93,Brandon Huff,Female,14,Form 4,Nairobi,History,83.9,3.8,85.4,85.4,88.1,86.7,A,Term 3,2025
3746,94,Jeffery Powell,Male,18,Form 4,Kisumu,Computer Science,95.4,2.4,74.9,58.9,71.7,68.5,C,Term 1,2023
3747,94,Jeffery Powell,Male,18,Form 4,Kisumu,English,96.0,4.4,76.8,66.4,91.2,80.9,A,Term 1,2023
3748,94,Jeffery Powell,Male,18,Form 4,Kisumu,Mathematics,73.5,2.6,66.4,62.4,78.1,71.1,B,Term 1,2023
3749,94,Jeffery Powell,Male,18,Form 4,Kisumu,Biology,91.5,3.5,76.0,67.4,83.2,77.0,B,Term 1,2023
3750,94,Jeffery Powell,Male,18,Form 4,Kisumu,Biology,83.1,4.8,74.0,82.2,91.2,85.1,A,Term 2,2023
3751,94,Jeffery Powell,Male,18,Form 4,Kisumu,History,97.6,4.3,77.6,82.2,72.9,76.6,B,Term 2,2023
3752,94,Jeffery Powell,Male,18,Form 4,Kisumu,Physics,85.8,3.7,60.5,63.2,59.6,60.8,C,Term 2,2023
3753,94,Jeffery Powell,Male,18,Form 4,Kisumu,History,85.6,1.0,65.8,60.7,63.4,63.1,C,Term 3,2023
3754,94,Jeffery Powell,Male,18,Form 4,Kisumu,Physics,76.5,3.0,58.6,67.0,45.8,54.7,D,Term 3,2023
3755,94,Jeffery Powell,Male,18,Form 4,Kisumu,Computer Science,72.6,3.7,77.6,69.0,75.9,74.2,B,Term 3,2023
3756,94,Jeffery Powell,Male,18,Form 4,Kisumu,Biology,71.7,2.0,57.9,57.1,63.1,60.3,C,Term 3,2023
3757,94,Jeffery Powell,Male,18,Form 4,Kisumu,English,84.2,0.9,65.1,72.1,73.3,71.3,B,Term 3,2023
3758,94,Jeffery Powell,Male,18,Form 4,Kisumu,Mathematics,76.6,3.9,72.0,59.8,68.2,66.4,C,Term 3,2023
3759,94,Jeffery Powell,Male,18,Form 4,Kisumu,History,80.1,1.5,67.5,58.7,47.5,54.9,D,Term 1,2024
3760,94,Jeffery Powell,Male,18,Form 4,Kisumu,Biology,73.2,5.1,76.4,77.3,76.2,76.6,B,Term 1,2024
3761,94,Jeffery Powell,Male,18,Form 4,Kisumu,Computer Science,68.7,1.6,71.0,70.4,57.8,64.2,C,Term 1,2024
3762,94,Jeffery Powell,Male,18,Form 4,Kisumu,Mathematics,83.0,0.0,68.5,57.8,80.2,71.2,B,Term 1,2024
3763,94,Jeffery Powell,Male,18,Form 4,Kisumu,Physics,64.0,3.8,64.1,70.0,57.2,62.4,C,Term 1,2024
3764,94,Jeffery Powell,Male,18,Form 4,Kisumu,English,53.5,1.4,57.8,55.1,55.4,55.8,D,Term 1,2024
3765,94,Jeffery Powell,Male,18,Form 4,Kisumu,Mathematics,71.9,2.2,53.2,55.2,59.9,57.2,D,Term 2,2024
3766,94,Jeffery Powell,Male,18,Form 4,Kisumu,Computer Science,76.3,2.5,68.5,61.6,75.5,69.9,C,Term 2,2024
3767,94,Jeffery Powell,Male,18,Form 4,Kisumu,History,84.7,3.5,77.4,75.3,94.2,85.2,A,Term 2,2024
3768,94,Jeffery Powell,Male,18,Form 4,Kisumu,English,69.2,2.1,70.6,75.1,71.2,72.3,B,Term 2,2024
3769,94,Jeffery Powell,Male,18,Form 4,Kisumu,Computer Science,95.7,1.5,83.0,68.7,82.2,78.3,B,Term 3,2024
3770,94,Jeffery Powell,Male,18,Form 4,Kisumu,English,81.6,2.1,50.7,60.7,62.2,59.5,D,Term 3,2024
3771,94,Jeffery Powell,Male,18,Form 4,Kisumu,Biology,79.9,4.2,78.4,72.6,81.2,78.1,B,Term 3,2024
3772,94,Jeffery Powell,Male,18,Form 4,Kisumu,Mathematics,86.9,4.0,71.6,74.8,63.2,68.4,C,Term 1,2025
3773,94,Jeffery Powell,Male,18,Form 4,Kisumu,Physics,89.5,2.7,65.7,82.9,63.5,69.8,C,Term 1,2025
3774,94,Jeffery Powell,Male,18,Form 4,Kisumu,History,89.7,3.2,69.3,66.2,81.1,74.3,B,Term 1,2025
3775,94,Jeffery Powell,Male,18,Form 4,Kisumu,Biology,82.1,1.1,63.1,68.7,57.6,62.0,C,Term 1,2025
3776,94,Jeffery Powell,Male,18,Form 4,Kisumu,Computer Science,76.6,3.0,66.6,77.0,69.7,71.3,B,Term 1,2025
3777,94,Jeffery Powell,Male,18,Form 4,Kisumu,English,78.8,6.0,78.7,80.0,65.5,72.5,B,Term 1,2025
3778,94,Jeffery Powell,Male,18,Form 4,Kisumu,Computer Science,63.5,4.2,53.1,68.6,53.3,57.8,D,Term 2,2025
3779,94,Jeffery Powell,Male,18,Form 4,Kisumu,Physics,74.3,6.0,58.7,61.7,63.0,61.8,C,Term 2,2025
3780,94,Jeffery Powell,Male,18,Form 4,Kisumu,History,73.1,1.3,73.2,76.0,70.8,72.9,B,Term 2,2025
3781,94,Jeffery Powell,Male,18,Form 4,Kisumu,Mathematics,84.9,4.4,69.0,72.6,80.1,75.6,B,Term 2,2025
3782,94,Jeffery Powell,Male,18,Form 4,Kisumu,Physics,100.0,3.1,67.7,91.9,75.2,78.7,B,Term 3,2025
3783,94,Jeffery Powell,Male,18,Form 4,Kisumu,History,79.6,3.7,70.6,80.7,66.5,71.6,B,Term 3,2025
3784,94,Jeffery Powell,Male,18,Form 4,Kisumu,Computer Science,71.1,5.7,86.3,82.7,66.1,75.1,B,Term 3,2025
3785,94,Jeffery Powell,Male,18,Form 4,Kisumu,Mathematics,88.5,1.5,67.0,56.1,60.9,60.7,C,Term 3,2025
3786,94,Jeffery Powell,Male,18,Form 4,Kisumu,Biology,100.0,3.4,82.9,71.0,73.1,74.4,B,Term 3,2025
3787,95,Jacob Gardner,Male,13,Form 3,Eldoret,Biology,78.0,1.9,62.9,60.9,68.8,65.3,C,Term 1,2023
3788,95,Jacob Gardner,Male,13,Form 3,Eldoret,History,75.9,6.2,92.1,86.6,91.6,90.2,A,Term 1,2023
3789,95,Jacob Gardner,Male,13,Form 3,Eldoret,Mathematics,89.5,0.0,77.9,71.3,82.9,78.4,B,Term 1,2023
3790,95,Jacob Gardner,Male,13,Form 3,Eldoret,Computer Science,99.2,0.0,72.2,79.0,75.9,76.1,B,Term 1,2023
3791,95,Jacob Gardner,Male,13,Form 3,Eldoret,Physics,75.9,4.0,100.0,90.6,81.2,87.8,A,Term 1,2023
3792,95,Jacob Gardner,Male,13,Form 3,Eldoret,Physics,87.6,5.4,100.0,95.6,92.3,94.9,A,Term 2,2023
3793,95,Jacob Gardner,Male,13,Form 3,Eldoret,Biology,83.2,2.5,92.8,95.3,92.0,93.1,A,Term 2,2023
3794,95,Jacob Gardner,Male,13,Form 3,Eldoret,History,84.5,4.2,77.8,77.1,78.4,77.9,B,Term 2,2023
3795,95,Jacob Gardner,Male,13,Form 3,Eldoret,Mathematics,81.1,3.6,88.5,86.2,84.0,85.6,A,Term 2,2023
3796,95,Jacob Gardner,Male,13,Form 3,Eldoret,Computer Science,75.0,4.2,83.7,87.0,92.5,89.1,A,Term 2,2023
3797,95,Jacob Gardner,Male,13,Form 3,Eldoret,English,87.5,3.7,93.8,97.3,94.5,95.2,A,Term 3,2023
3798,95,Jacob Gardner,Male,13,Form 3,Eldoret,Biology,76.1,1.4,86.0,78.2,93.2,87.2,A,Term 3,2023
3799,95,Jacob Gardner,Male,13,Form 3,Eldoret,Physics,80.8,2.6,82.7,77.8,74.0,76.9,B,Term 3,2023
3800,95,Jacob Gardner,Male,13,Form 3,Eldoret,Computer Science,87.0,4.6,97.8,97.5,93.8,95.7,A,Term 3,2023
3801,95,Jacob Gardner,Male,13,Form 3,Eldoret,History,93.3,4.2,81.0,92.2,88.6,88.1,A,Term 3,2023
3802,95,Jacob Gardner,Male,13,Form 3,Eldoret,Mathematics,89.6,1.7,67.8,77.0,89.1,81.2,A,Term 3,2023
3803,95,Jacob Gardner,Male,13,Form 3,Eldoret,History,77.7,6.4,90.4,98.8,100.0,97.7,A,Term 1,2024
3804,95,Jacob Gardner,Male,13,Form 3,Eldoret,Physics,57.7,4.0,90.3,87.8,86.9,87.9,A,Term 1,2024
3805,95,Jacob Gardner,Male,13,Form 3,Eldoret,Mathematics,79.7,1.2,73.7,76.6,71.3,73.4,B,Term 1,2024
3806,95,Jacob Gardner,Male,13,Form 3,Eldoret,Biology,73.3,4.1,85.1,91.3,84.2,86.5,A,Term 1,2024
3807,95,Jacob Gardner,Male,13,Form 3,Eldoret,English,82.6,4.5,79.2,84.1,74.2,78.2,B,Term 1,2024
3808,95,Jacob Gardner,Male,13,Form 3,Eldoret,Mathematics,79.2,2.6,71.0,67.1,77.8,73.2,B,Term 2,2024
3809,95,Jacob Gardner,Male,13,Form 3,Eldoret,English,84.2,4.1,94.7,95.3,82.7,88.9,A,Term 2,2024
3810,95,Jacob Gardner,Male,13,Form 3,Eldoret,Physics,94.4,2.8,85.1,66.1,78.0,75.9,B,Term 2,2024
3811,95,Jacob Gardner,Male,13,Form 3,Eldoret,Computer Science,91.1,2.3,79.1,67.1,86.9,79.4,B,Term 2,2024
3812,95,Jacob Gardner,Male,13,Form 3,Eldoret,History,80.8,2.6,82.0,86.5,81.5,83.1,A,Term 2,2024
3813,95,Jacob Gardner,Male,13,Form 3,Eldoret,Computer Science,68.4,3.9,87.7,94.2,86.9,89.2,A,Term 3,2024
3814,95,Jacob Gardner,Male,13,Form 3,Eldoret,History,93.1,5.1,92.7,95.5,100.0,97.2,A,Term 3,2024
3815,95,Jacob Gardner,Male,13,Form 3,Eldoret,English,67.0,2.4,73.3,83.7,80.6,80.1,A,Term 3,2024
3816,95,Jacob Gardner,Male,13,Form 3,Eldoret,Physics,74.9,3.9,80.0,79.4,87.9,83.8,A,Term 3,2024
3817,95,Jacob Gardner,Male,13,Form 3,Eldoret,Biology,91.4,2.3,96.6,79.9,91.5,89.0,A,Term 3,2024
3818,95,Jacob Gardner,Male,13,Form 3,Eldoret,Mathematics,90.3,2.9,100.0,96.4,92.2,95.0,A,Term 3,2024
3819,95,Jacob Gardner,Male,13,Form 3,Eldoret,Physics,91.8,4.3,75.4,72.6,78.6,76.1,B,Term 1,2025
3820,95,Jacob Gardner,Male,13,Form 3,Eldoret,Computer Science,80.1,2.9,82.6,90.5,72.1,79.7,B,Term 1,2025
3821,95,Jacob Gardner,Male,13,Form 3,Eldoret,Mathematics,68.0,3.0,87.2,72.7,77.0,77.7,B,Term 1,2025
3822,95,Jacob Gardner,Male,13,Form 3,Eldoret,Biology,60.5,5.1,83.9,76.9,76.3,78.0,B,Term 2,2025
3823,95,Jacob Gardner,Male,13,Form 3,Eldoret,Mathematics,86.1,1.3,92.6,80.0,74.7,79.9,B,Term 2,2025
3824,95,Jacob Gardner,Male,13,Form 3,Eldoret,Computer Science,85.8,1.2,98.6,90.4,84.4,89.0,A,Term 2,2025
3825,95,Jacob Gardner,Male,13,Form 3,Eldoret,History,77.7,2.6,90.2,77.8,93.1,87.9,A,Term 2,2025
3826,95,Jacob Gardner,Male,13,Form 3,Eldoret,English,88.2,2.2,78.6,70.6,86.2,80.0,A,Term 2,2025
3827,95,Jacob Gardner,Male,13,Form 3,Eldoret,Physics,70.8,3.8,80.8,82.9,92.3,87.2,A,Term 3,2025
3828,95,Jacob Gardner,Male,13,Form 3,Eldoret,English,70.1,2.4,75.7,71.1,61.7,67.3,C,Term 3,2025
3829,95,Jacob Gardner,Male,13,Form 3,Eldoret,Computer Science,71.4,5.5,90.9,87.9,89.5,89.3,A,Term 3,2025
3830,95,Jacob Gardner,Male,13,Form 3,Eldoret,Mathematics,77.7,3.8,80.5,88.2,66.7,75.9,B,Term 3,2025
3831,95,Jacob Gardner,Male,13,Form 3,Eldoret,Biology,86.1,0.9,74.1,80.1,84.7,81.2,A,Term 3,2025
3832,95,Jacob Gardner,Male,13,Form 3,Eldoret,History,97.0,0.7,89.4,85.6,94.8,90.9,A,Term 3,2025
3833,96,Gary Myers,Female,17,Form 1,Eldoret,Mathematics,89.2,1.5,69.2,74.8,64.2,68.4,C,Term 1,2023
3834,96,Gary Myers,Female,17,Form 1,Eldoret,Biology,54.1,2.7,61.5,65.0,58.8,61.2,C,Term 1,2023
3835,96,Gary Myers,Female,17,Form 1,Eldoret,Computer Science,90.4,1.2,83.1,68.9,68.0,71.3,B,Term 1,2023
3836,96,Gary Myers,Female,17,Form 1,Eldoret,English,86.1,1.2,69.3,69.0,79.6,74.4,B,Term 1,2023
3837,96,Gary Myers,Female,17,Form 1,Eldoret,English,83.7,2.1,67.9,67.7,68.4,68.1,C,Term 2,2023
3838,96,Gary Myers,Female,17,Form 1,Eldoret,Physics,72.7,3.4,56.9,59.6,42.4,50.4,D,Term 2,2023
3839,96,Gary Myers,Female,17,Form 1,Eldoret,Biology,89.7,0.0,62.1,65.8,72.8,68.5,C,Term 2,2023
3840,96,Gary Myers,Female,17,Form 1,Eldoret,History,100.0,3.2,68.0,61.6,63.8,64.0,C,Term 2,2023
3841,96,Gary Myers,Female,17,Form 1,Eldoret,Physics,87.6,0.0,62.1,72.7,69.9,69.2,C,Term 3,2023
3842,96,Gary Myers,Female,17,Form 1,Eldoret,English,65.7,4.9,65.8,73.9,81.8,76.2,B,Term 3,2023
3843,96,Gary Myers,Female,17,Form 1,Eldoret,Mathematics,69.9,5.1,59.3,56.6,74.2,66.0,C,Term 3,2023
3844,96,Gary Myers,Female,17,Form 1,Eldoret,Computer Science,77.1,1.3,70.6,71.9,65.1,68.2,C,Term 3,2023
3845,96,Gary Myers,Female,17,Form 1,Eldoret,Biology,84.5,2.0,84.1,86.0,84.8,85.0,A,Term 3,2023
3846,96,Gary Myers,Female,17,Form 1,Eldoret,Computer Science,87.2,1.1,71.2,79.4,77.1,76.6,B,Term 1,2024
3847,96,Gary Myers,Female,17,Form 1,Eldoret,Mathematics,87.5,0.5,61.9,66.5,61.4,63.0,C,Term 1,2024
3848,96,Gary Myers,Female,17,Form 1,Eldoret,Biology,79.2,3.7,69.2,58.0,61.9,62.2,C,Term 1,2024
3849,96,Gary Myers,Female,17,Form 1,Eldoret,English,88.6,1.2,79.5,72.8,98.7,87.1,A,Term 1,2024
3850,96,Gary Myers,Female,17,Form 1,Eldoret,Mathematics,94.4,1.6,74.5,68.8,65.6,68.3,C,Term 2,2024
3851,96,Gary Myers,Female,17,Form 1,Eldoret,Physics,91.9,2.1,65.2,64.6,68.8,66.8,C,Term 2,2024
3852,96,Gary Myers,Female,17,Form 1,Eldoret,Computer Science,85.9,0.0,60.0,73.6,87.3,77.7,B,Term 2,2024
3853,96,Gary Myers,Female,17,Form 1,Eldoret,Physics,78.4,0.4,62.5,77.3,76.8,74.1,B,Term 3,2024
3854,96,Gary Myers,Female,17,Form 1,Eldoret,Biology,90.7,2.1,75.5,75.9,61.7,68.7,C,Term 3,2024
3855,96,Gary Myers,Female,17,Form 1,Eldoret,Mathematics,92.6,3.2,69.6,67.1,75.2,71.6,B,Term 3,2024
3856,96,Gary Myers,Female,17,Form 1,Eldoret,History,64.5,4.2,52.1,75.2,55.6,60.8,C,Term 1,2025
3857,96,Gary Myers,Female,17,Form 1,Eldoret,Physics,74.8,4.7,76.1,77.1,76.7,76.7,B,Term 1,2025
3858,96,Gary Myers,Female,17,Form 1,Eldoret,Mathematics,91.3,5.5,79.2,67.2,74.9,73.4,B,Term 1,2025
3859,96,Gary Myers,Female,17,Form 1,Eldoret,Computer Science,69.3,2.8,64.3,68.6,57.8,62.3,C,Term 2,2025
3860,96,Gary Myers,Female,17,Form 1,Eldoret,English,73.2,3.7,77.5,81.2,83.7,81.7,A,Term 2,2025
3861,96,Gary Myers,Female,17,Form 1,Eldoret,Physics,90.3,1.6,60.6,77.5,68.1,69.4,C,Term 2,2025
3862,96,Gary Myers,Female,17,Form 1,Eldoret,Mathematics,86.6,3.5,74.5,68.1,70.6,70.6,B,Term 2,2025
3863,96,Gary Myers,Female,17,Form 1,Eldoret,Biology,64.3,4.2,59.9,59.9,56.4,58.2,D,Term 2,2025
3864,96,Gary Myers,Female,17,Form 1,Eldoret,Physics,69.2,3.1,66.5,76.6,63.8,68.2,C,Term 3,2025
3865,96,Gary Myers,Female,17,Form 1,Eldoret,History,59.6,2.6,70.4,81.5,74.4,75.7,B,Term 3,2025
3866,96,Gary Myers,Female,17,Form 1,Eldoret,Computer Science,63.6,3.2,73.2,80.5,75.0,76.3,B,Term 3,2025
3867,96,Gary Myers,Female,17,Form 1,Eldoret,English,86.4,4.0,65.5,73.1,75.7,72.9,B,Term 3,2025
3868,96,Gary Myers,Female,17,Form 1,Eldoret,Mathematics,70.0,5.0,71.3,87.7,75.7,78.4,B,Term 3,2025
3869,97,Theresa Cole,Male,13,Form 3,Eldoret,English,92.8,2.9,73.3,65.4,75.3,71.9,B,Term 1,2023
3870,97,Theresa Cole,Male,13,Form 3,Eldoret,Physics,89.9,1.6,55.3,43.9,56.6,52.6,D,Term 1,2023
3871,97,Theresa Cole,Male,13,Form 3,Eldoret,Mathematics,78.6,3.7,62.8,55.1,62.5,60.3,C,Term 1,2023
3872,97,Theresa Cole,Male,13,Form 3,Eldoret,Biology,91.6,1.3,59.9,57.4,82.7,70.6,B,Term 1,2023
3873,97,Theresa Cole,Male,13,Form 3,Eldoret,English,93.1,6.1,72.5,75.7,71.9,73.2,B,Term 2,2023
3874,97,Theresa Cole,Male,13,Form 3,Eldoret,History,74.5,1.7,54.4,52.1,62.9,57.9,D,Term 2,2023
3875,97,Theresa Cole,Male,13,Form 3,Eldoret,Physics,81.0,4.4,61.5,67.4,57.9,61.4,C,Term 2,2023
3876,97,Theresa Cole,Male,13,Form 3,Eldoret,Physics,75.4,2.1,67.3,48.8,68.8,62.5,C,Term 3,2023
3877,97,Theresa Cole,Male,13,Form 3,Eldoret,English,89.4,5.4,97.4,96.7,79.7,88.3,A,Term 3,2023
3878,97,Theresa Cole,Male,13,Form 3,Eldoret,Computer Science,70.1,3.5,54.9,36.9,61.1,52.6,D,Term 3,2023
3879,97,Theresa Cole,Male,13,Form 3,Eldoret,Biology,78.8,3.2,49.3,67.5,69.5,64.9,C,Term 3,2023
3880,97,Theresa Cole,Male,13,Form 3,Eldoret,Mathematics,78.5,4.0,64.4,68.2,67.4,67.0,C,Term 3,2023
3881,97,Theresa Cole,Male,13,Form 3,Eldoret,Mathematics,95.4,3.8,65.3,65.8,75.6,70.6,B,Term 1,2024
3882,97,Theresa Cole,Male,13,Form 3,Eldoret,Physics,67.0,4.7,58.3,54.7,67.8,61.9,C,Term 1,2024
3883,97,Theresa Cole,Male,13,Form 3,Eldoret,History,81.9,5.4,59.1,61.4,56.0,58.2,D,Term 1,2024
3884,97,Theresa Cole,Male,13,Form 3,Eldoret,Biology,82.1,3.5,75.3,58.7,70.5,67.9,C,Term 1,2024
3885,97,Theresa Cole,Male,13,Form 3,Eldoret,Mathematics,75.5,3.6,61.3,59.9,70.3,65.4,C,Term 2,2024
3886,97,Theresa Cole,Male,13,Form 3,Eldoret,English,82.2,2.7,70.5,63.1,60.0,63.1,C,Term 2,2024
3887,97,Theresa Cole,Male,13,Form 3,Eldoret,Computer Science,69.4,3.1,52.6,60.6,49.3,53.3,D,Term 2,2024
3888,97,Theresa Cole,Male,13,Form 3,Eldoret,History,76.6,6.0,75.0,79.8,81.5,79.7,B,Term 2,2024
3889,97,Theresa Cole,Male,13,Form 3,Eldoret,Biology,84.0,5.7,72.7,76.3,81.0,77.9,B,Term 2,2024
3890,97,Theresa Cole,Male,13,Form 3,Eldoret,Physics,91.4,3.8,56.2,64.4,60.7,60.9,C,Term 2,2024
3891,97,Theresa Cole,Male,13,Form 3,Eldoret,Mathematics,90.3,5.8,71.4,63.4,73.2,69.9,C,Term 3,2024
3892,97,Theresa Cole,Male,13,Form 3,Eldoret,Computer Science,81.6,6.2,69.1,75.3,74.9,73.8,B,Term 3,2024
3893,97,Theresa Cole,Male,13,Form 3,Eldoret,Biology,93.4,3.7,82.5,82.3,78.2,80.3,A,Term 3,2024
3894,97,Theresa Cole,Male,13,Form 3,Eldoret,English,82.9,3.3,66.8,62.2,59.4,61.7,C,Term 3,2024
3895,97,Theresa Cole,Male,13,Form 3,Eldoret,History,78.2,4.7,74.8,68.6,74.5,72.8,B,Term 3,2024
3896,97,Theresa Cole,Male,13,Form 3,Eldoret,Physics,100.0,4.5,80.0,86.0,66.0,74.8,B,Term 3,2024
3897,97,Theresa Cole,Male,13,Form 3,Eldoret,Physics,78.1,2.2,65.0,69.5,60.2,63.9,C,Term 1,2025
3898,97,Theresa Cole,Male,13,Form 3,Eldoret,Computer Science,95.7,2.9,77.0,78.8,73.9,76.0,B,Term 1,2025
3899,97,Theresa Cole,Male,13,Form 3,Eldoret,English,90.2,5.6,71.7,79.4,75.0,75.7,B,Term 1,2025
3900,97,Theresa Cole,Male,13,Form 3,Eldoret,History,58.5,3.7,66.0,55.0,48.2,53.8,D,Term 1,2025
3901,97,Theresa Cole,Male,13,Form 3,Eldoret,Mathematics,83.7,3.6,66.2,58.6,65.0,63.3,C,Term 1,2025
3902,97,Theresa Cole,Male,13,Form 3,Eldoret,History,78.5,4.6,67.7,81.2,66.9,71.4,B,Term 2,2025
3903,97,Theresa Cole,Male,13,Form 3,Eldoret,English,87.6,2.7,74.6,75.0,73.1,74.0,B,Term 2,2025
3904,97,Theresa Cole,Male,13,Form 3,Eldoret,Mathematics,84.0,4.8,73.9,85.6,80.7,80.8,A,Term 2,2025
3905,97,Theresa Cole,Male,13,Form 3,Eldoret,Physics,77.6,0.9,57.0,59.1,65.8,62.0,C,Term 2,2025
3906,97,Theresa Cole,Male,13,Form 3,Eldoret,Computer Science,71.1,2.3,45.5,47.8,55.1,51.0,D,Term 2,2025
3907,97,Theresa Cole,Male,13,Form 3,Eldoret,Biology,89.7,1.6,48.3,58.7,51.3,52.9,D,Term 2,2025
3908,97,Theresa Cole,Male,13,Form 3,Eldoret,Physics,98.6,3.6,65.1,57.9,57.4,59.1,D,Term 3,2025
3909,97,Theresa Cole,Male,13,Form 3,Eldoret,Biology,75.8,2.0,55.4,57.1,49.8,53.1,D,Term 3,2025
3910,97,Theresa Cole,Male,13,Form 3,Eldoret,History,100.0,0.4,60.9,58.1,56.4,57.8,D,Term 3,2025
3911,97,Theresa Cole,Male,13,Form 3,Eldoret,Mathematics,81.9,2.7,54.0,49.1,58.1,54.6,D,Term 3,2025
3912,97,Theresa Cole,Male,13,Form 3,Eldoret,Computer Science,78.0,2.7,58.6,59.8,54.4,56.9,D,Term 3,2025
3913,97,Theresa Cole,Male,13,Form 3,Eldoret,English,97.2,1.8,58.6,57.1,62.4,60.1,C,Term 3,2025
3914,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Biology,77.4,2.6,67.3,79.6,58.2,66.5,C,Term 1,2023
3915,98,Joshua Hamilton,Male,19,Form 3,Mombasa,English,85.9,3.1,80.4,78.4,76.6,77.9,B,Term 1,2023
3916,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Physics,77.7,1.9,60.8,63.1,76.1,69.1,C,Term 1,2023
3917,98,Joshua Hamilton,Male,19,Form 3,Mombasa,History,83.0,4.3,83.3,85.6,81.8,83.2,A,Term 1,2023
3918,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Computer Science,73.9,1.6,72.3,84.2,79.0,79.2,B,Term 1,2023
3919,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Mathematics,74.7,4.3,77.4,67.9,62.8,67.3,C,Term 2,2023
3920,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Computer Science,74.0,1.9,59.1,67.9,76.3,70.4,B,Term 2,2023
3921,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Biology,68.7,4.9,72.1,58.7,74.5,69.3,C,Term 2,2023
3922,98,Joshua Hamilton,Male,19,Form 3,Mombasa,History,61.9,3.5,70.4,64.3,73.9,70.3,B,Term 2,2023
3923,98,Joshua Hamilton,Male,19,Form 3,Mombasa,English,85.9,2.7,75.5,79.7,75.0,76.5,B,Term 2,2023
3924,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Physics,84.2,3.9,65.9,74.0,81.6,76.2,B,Term 2,2023
3925,98,Joshua Hamilton,Male,19,Form 3,Mombasa,English,85.0,3.5,77.2,72.2,69.8,72.0,B,Term 3,2023
3926,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Physics,93.1,2.2,83.4,81.9,67.9,75.2,B,Term 3,2023
3927,98,Joshua Hamilton,Male,19,Form 3,Mombasa,History,82.3,2.7,68.8,73.5,64.4,68.0,C,Term 3,2023
3928,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Biology,80.3,2.6,76.1,68.8,64.8,68.3,C,Term 3,2023
3929,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Mathematics,85.6,1.9,67.2,70.1,63.2,66.1,C,Term 3,2023
3930,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Computer Science,86.3,4.0,71.9,72.1,79.2,75.6,B,Term 3,2023
3931,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Computer Science,65.1,2.6,74.9,65.3,70.9,70.0,B,Term 1,2024
3932,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Mathematics,75.7,6.2,91.9,85.8,97.8,93.0,A,Term 1,2024
3933,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Physics,70.7,4.6,77.8,86.5,75.0,79.0,B,Term 1,2024
3934,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Biology,69.3,4.5,74.8,84.5,66.0,73.3,B,Term 1,2024
3935,98,Joshua Hamilton,Male,19,Form 3,Mombasa,History,80.6,5.4,77.8,74.6,77.1,76.5,B,Term 1,2024
3936,98,Joshua Hamilton,Male,19,Form 3,Mombasa,English,74.6,3.4,72.7,65.4,70.7,69.5,C,Term 1,2024
3937,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Biology,61.4,3.2,67.1,77.6,69.3,71.4,B,Term 2,2024
3938,98,Joshua Hamilton,Male,19,Form 3,Mombasa,History,90.0,3.2,77.1,86.1,79.6,81.0,A,Term 2,2024
3939,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Computer Science,74.9,3.1,69.0,65.2,62.8,64.7,C,Term 2,2024
3940,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Mathematics,84.0,3.1,76.8,65.0,76.0,72.8,B,Term 2,2024
3941,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Physics,65.7,3.6,54.3,56.7,71.6,63.6,C,Term 2,2024
3942,98,Joshua Hamilton,Male,19,Form 3,Mombasa,English,71.3,3.0,80.0,78.1,81.4,80.1,A,Term 2,2024
3943,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Biology,90.6,1.2,75.8,64.9,66.9,68.1,C,Term 3,2024
3944,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Mathematics,74.0,4.2,70.6,63.3,71.7,69.0,C,Term 3,2024
3945,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Physics,76.3,3.4,65.3,61.3,54.4,58.7,D,Term 3,2024
3946,98,Joshua Hamilton,Male,19,Form 3,Mombasa,History,68.7,1.2,63.4,64.7,65.3,64.7,C,Term 3,2024
3947,98,Joshua Hamilton,Male,19,Form 3,Mombasa,English,74.4,4.6,73.4,70.0,74.2,72.8,B,Term 3,2024
3948,98,Joshua Hamilton,Male,19,Form 3,Mombasa,Computer Science,79.9,3.6,76.7,66.9,58.5,64.7,C,Term 3,2024
