record_id,student_id,student_name,gender,age,class,location,subject,attendance_percent,study_hours_per_week,assignment_marks,test_marks,exam_marks,final_score,final_grade,academic_term,academic_year,term_number,period
908,23,Steven Zamora,Female,18,Form 2,Kisumu,English,81.8,3.4,81.3,83.8,95.0,88.9,A,Term 2,2024,2,2024-Term 2
909,23,Steven Zamora,Female,18,Form 2,Kisumu,Physics,85.8,2.4,76.1,88.4,75.5,79.5,B,Term 2,2024,2,2024-Term 2
910,23,Steven Zamora,Female,18,Form 2,Kisumu,Biology,81.8,2.3,94.9,88.3,85.8,88.3,A,Term 3,2024,3,2024-Term 3
911,23,Steven Zamora,Female,18,Form 2,Kisumu,History,82.4,0.0,78.1,80.4,71.7,75.6,B,Term 3,2024,3,2024-Term 3
912,23,Steven Zamora,Female,18,Form 2,Kisumu,Mathematics,78.2,2.4,82.1,98.6,87.4,89.7,A,Term 3,2024,3,2024-Term 3
913,23,Steven Zamora,Female,18,Form 2,Kisumu,Physics,69.2,2.8,61.8,84.0,78.4,76.8,B,Term 3,2024,3,2024-Term 3
914,23,Steven Zamora,Female,18,Form 2,Kisumu,English,87.3,3.2,71.6,79.9,65.6,71.1,B,Term 3,2024,3,2024-Term 3
915,23,Steven Zamora,Female,18,Form 2,Kisumu,Computer Science,56.7,2.7,73.0,77.4,77.4,76.5,B,Term 3,2024,3,2024-Term 3
916,23,Steven Zamora,Female,18,Form 2,Kisumu,Biology,84.6,4.8,78.9,80.8,66.5,73.2,B,Term 1,2025,1,2025-Term 1
917,23,Steven Zamora,Female,18,Form 2,Kisumu,Physics,67.0,1.9,73.6,65.5,63.0,65.9,C,Term 1,2025,1,2025-Term 1
918,23,Steven Zamora,Female,18,Form 2,Kisumu,Mathematics,75.9,4.7,82.2,82.3,93.4,87.9,A,Term 1,2025,1,2025-Term 1
919,23,Steven Zamora,Female,18,Form 2,Kisumu,History,74.5,5.0,83.9,100.0,76.2,84.9,A,Term 2,2025,2,2025-Term 2
920,23,Steven Zamora,Female,18,Form 2,Kisumu,Mathematics,78.5,1.2,89.0,92.3,90.4,90.7,A,Term 2,2025,2,2025-Term 2
921,23,Steven Zamora,Female,18,Form 2,Kisumu,Computer Science,80.0,2.5,78.7,71.8,64.5,69.5,C,Term 2,2025,2,2025-Term 2
922,23,Steven Zamora,Female,18,Form 2,Kisumu,English,95.3,1.5,81.6,86.9,82.0,83.4,A,Term 2,2025,2,2025-Term 2
923,23,Steven Zamora,Female,18,Form 2,Kisumu,Computer Science,67.5,3.1,83.2,88.7,75.0,80.7,A,Term 3,2025,3,2025-Term 3
924,23,Steven Zamora,Female,18,Form 2,Kisumu,Mathematics,81.7,2.1,82.6,87.3,91.1,88.3,A,Term 3,2025,3,2025-Term 3
925,23,Steven Zamora,Female,18,Form 2,Kisumu,History,88.9,3.4,77.1,73.4,74.4,74.6,B,Term 3,2025,3,2025-Term 3
926,23,Steven Zamora,Female,18,Form 2,Kisumu,Biology,78.3,1.5,60.7,65.4,53.2,58.4,D,Term 3,2025,3,2025-Term 3
927,23,Steven Zamora,Female,18,Form 2,Kisumu,English,82.2,5.9,100.0,96.4,100.0,98.9,A,Term 3,2025,3,2025-Term 3
928,24,Marie Reynolds,Male,15,Form 1,Kisumu,Biology,75.6,0.0,70.0,58.4,60.3,61.7,C,Term 1,2023,1,2023-Term 1
929,24,Marie Reynolds,Male,15,Form 1,Kisumu,English,74.5,3.6,61.9,73.5,68.4,68.6,C,Term 1,2023,1,2023-Term 1
930,24,Marie Reynolds,Male,15,Form 1,Kisumu,History,83.1,3.7,64.7,63.7,73.0,68.5,C,Term 1,2023,1,2023-Term 1
931,24,Marie Reynolds,Male,15,Form 1,Kisumu,Physics,86.2,3.3,56.7,64.9,58.9,60.2,C,Term 1,2023,1,2023-Term 1
932,24,Marie Reynolds,Male,15,Form 1,Kisumu,Computer Science,88.6,5.6,79.3,75.2,58.4,67.6,C,Term 1,2023,1,2023-Term 1
933,24,Marie Reynolds,Male,15,Form 1,Kisumu,Biology,80.3,2.5,64.2,62.8,50.8,57.1,D,Term 2,2023,2,2023-Term 2
934,24,Marie Reynolds,Male,15,Form 1,Kisumu,Computer Science,72.6,3.7,73.6,76.3,81.7,78.4,B,Term 2,2023,2,2023-Term 2
935,24,Marie Reynolds,Male,15,Form 1,Kisumu,History,73.9,3.6,63.5,60.3,61.6,61.6,C,Term 2,2023,2,2023-Term 2
936,24,Marie Reynolds,Male,15,Form 1,Kisumu,English,74.2,4.1,72.5,75.1,79.4,76.7,B,Term 2,2023,2,2023-Term 2
937,24,Marie Reynolds,Male,15,Form 1,Kisumu,Mathematics,89.9,2.2,54.0,52.5,33.2,43.2,F,Term 2,2023,2,2023-Term 2
938,24,Marie Reynolds,Male,15,Form 1,Kisumu,Computer Science,75.9,5.4,82.1,76.1,78.0,78.3,B,Term 3,2023,3,2023-Term 3
939,24,Marie Reynolds,Male,15,Form 1,Kisumu,Physics,80.7,4.7,58.9,70.0,62.6,64.1,C,Term 3,2023,3,2023-Term 3
940,24,Marie Reynolds,Male,15,Form 1,Kisumu,Mathematics,95.8,2.0,60.3,65.0,53.1,58.1,D,Term 3,2023,3,2023-Term 3
941,24,Marie Reynolds,Male,15,Form 1,Kisumu,Biology,77.1,0.8,65.5,49.8,72.5,64.3,C,Term 3,2023,3,2023-Term 3
942,24,Marie Reynolds,Male,15,Form 1,Kisumu,History,100.0,3.1,79.3,55.9,65.3,65.3,C,Term 1,2024,1,2024-Term 1
943,24,Marie Reynolds,Male,15,Form 1,Kisumu,English,83.8,5.0,69.5,65.3,69.2,68.1,C,Term 1,2024,1,2024-Term 1
944,24,Marie Reynolds,Male,15,Form 1,Kisumu,Computer Science,71.9,3.1,51.1,67.4,54.6,57.7,D,Term 1,2024,1,2024-Term 1
945,24,Marie Reynolds,Male,15,Form 1,Kisumu,Mathematics,69.3,2.7,52.2,63.2,52.5,55.7,D,Term 1,2024,1,2024-Term 1
946,24,Marie Reynolds,Male,15,Form 1,Kisumu,Physics,99.1,3.8,64.4,67.4,73.1,69.6,C,Term 1,2024,1,2024-Term 1
947,24,Marie Reynolds,Male,15,Form 1,Kisumu,Biology,81.7,2.7,60.8,61.4,47.1,54.1,D,Term 1,2024,1,2024-Term 1
948,24,Marie Reynolds,Male,15,Form 1,Kisumu,Computer Science,91.7,3.4,72.7,63.8,54.9,61.2,C,Term 2,2024,2,2024-Term 2
949,24,Marie Reynolds,Male,15,Form 1,Kisumu,History,90.6,3.6,68.2,73.5,68.2,69.8,C,Term 2,2024,2,2024-Term 2
950,24,Marie Reynolds,Male,15,Form 1,Kisumu,Biology,87.6,0.1,64.6,50.6,51.1,53.7,D,Term 2,2024,2,2024-Term 2
951,24,Marie Reynolds,Male,15,Form 1,Kisumu,Physics,77.5,1.2,44.2,46.3,45.0,45.2,F,Term 2,2024,2,2024-Term 2
952,24,Marie Reynolds,Male,15,Form 1,Kisumu,English,80.6,3.1,69.3,66.2,68.0,67.7,C,Term 2,2024,2,2024-Term 2
953,24,Marie Reynolds,Male,15,Form 1,Kisumu,Mathematics,87.8,5.1,67.8,69.7,59.3,64.1,C,Term 2,2024,2,2024-Term 2
954,24,Marie Reynolds,Male,15,Form 1,Kisumu,Biology,82.2,0.8,50.1,45.6,49.9,48.6,F,Term 3,2024,3,2024-Term 3
955,24,Marie Reynolds,Male,15,Form 1,Kisumu,Physics,81.8,1.5,54.2,70.1,49.5,56.6,D,Term 3,2024,3,2024-Term 3
956,24,Marie Reynolds,Male,15,Form 1,Kisumu,English,80.0,1.4,61.7,59.7,70.2,65.3,C,Term 3,2024,3,2024-Term 3
957,24,Marie Reynolds,Male,15,Form 1,Kisumu,Computer Science,82.3,3.8,53.4,61.2,57.9,58.0,D,Term 3,2024,3,2024-Term 3
958,24,Marie Reynolds,Male,15,Form 1,Kisumu,Computer Science,88.3,2.9,58.7,80.0,65.5,68.5,C,Term 1,2025,1,2025-Term 1
959,24,Marie Reynolds,Male,15,Form 1,Kisumu,Mathematics,89.0,1.7,58.3,67.9,61.9,63.0,C,Term 1,2025,1,2025-Term 1
960,24,Marie Reynolds,Male,15,Form 1,Kisumu,History,82.3,4.0,56.2,62.8,76.4,68.3,C,Term 1,2025,1,2025-Term 1
961,24,Marie Reynolds,Male,15,Form 1,Kisumu,Physics,80.6,3.9,75.3,53.3,66.3,64.2,C,Term 1,2025,1,2025-Term 1
962,24,Marie Reynolds,Male,15,Form 1,Kisumu,History,65.7,0.0,55.2,52.5,53.7,53.6,D,Term 2,2025,2,2025-Term 2
963,24,Marie Reynolds,Male,15,Form 1,Kisumu,Mathematics,100.0,2.6,67.7,73.0,69.0,69.9,C,Term 2,2025,2,2025-Term 2
964,24,Marie Reynolds,Male,15,Form 1,Kisumu,English,77.9,5.7,77.9,61.0,74.3,71.0,B,Term 2,2025,2,2025-Term 2
965,24,Marie Reynolds,Male,15,Form 1,Kisumu,Computer Science,100.0,2.7,81.8,76.1,67.8,73.1,B,Term 2,2025,2,2025-Term 2
966,24,Marie Reynolds,Male,15,Form 1,Kisumu,Physics,57.6,4.0,56.8,47.2,53.8,52.4,D,Term 2,2025,2,2025-Term 2
967,24,Marie Reynolds,Male,15,Form 1,Kisumu,Biology,82.3,3.4,64.7,54.5,45.3,52.0,D,Term 2,2025,2,2025-Term 2
968,24,Marie Reynolds,Male,15,Form 1,Kisumu,Biology,80.9,3.1,71.9,63.5,64.2,65.5,C,Term 3,2025,3,2025-Term 3
969,24,Marie Reynolds,Male,15,Form 1,Kisumu,History,71.0,4.2,63.6,52.4,77.3,67.1,C,Term 3,2025,3,2025-Term 3
970,24,Marie Reynolds,Male,15,Form 1,Kisumu,Mathematics,69.7,2.1,55.2,50.7,44.2,48.3,F,Term 3,2025,3,2025-Term 3
971,25,Michele Henry,Male,18,Form 2,Kisumu,Biology,76.5,7.4,80.7,81.3,87.2,84.2,A,Term 1,2023,1,2023-Term 1
972,25,Michele Henry,Male,18,Form 2,Kisumu,Computer Science,77.3,3.9,70.0,64.3,59.1,62.8,C,Term 1,2023,1,2023-Term 1
973,25,Michele Henry,Male,18,Form 2,Kisumu,English,76.8,2.5,81.7,84.0,72.8,77.9,B,Term 1,2023,1,2023-Term 1
974,25,Michele Henry,Male,18,Form 2,Kisumu,Mathematics,64.1,2.1,68.2,66.6,66.2,66.7,C,Term 2,2023,2,2023-Term 2
975,25,Michele Henry,Male,18,Form 2,Kisumu,English,78.1,2.0,81.4,73.2,89.7,83.1,A,Term 2,2023,2,2023-Term 2
976,25,Michele Henry,Male,18,Form 2,Kisumu,Physics,72.2,0.6,71.3,77.7,56.2,65.7,C,Term 2,2023,2,2023-Term 2
977,25,Michele Henry,Male,18,Form 2,Kisumu,Computer Science,95.9,4.0,71.3,90.4,72.8,77.7,B,Term 2,2023,2,2023-Term 2
978,25,Michele Henry,Male,18,Form 2,Kisumu,History,73.7,0.0,68.8,75.0,58.8,65.6,C,Term 3,2023,3,2023-Term 3
979,25,Michele Henry,Male,18,Form 2,Kisumu,Computer Science,66.8,3.7,77.7,93.2,85.9,86.4,A,Term 3,2023,3,2023-Term 3
980,25,Michele Henry,Male,18,Form 2,Kisumu,Physics,92.9,2.9,68.2,76.4,61.8,67.5,C,Term 3,2023,3,2023-Term 3
981,25,Michele Henry,Male,18,Form 2,Kisumu,Mathematics,78.1,2.7,71.0,56.3,66.7,64.4,C,Term 3,2023,3,2023-Term 3
982,25,Michele Henry,Male,18,Form 2,Kisumu,English,81.1,4.9,87.4,82.3,95.0,89.7,A,Term 3,2023,3,2023-Term 3
983,25,Michele Henry,Male,18,Form 2,Kisumu,Computer Science,63.3,4.0,79.1,73.9,77.9,77.0,B,Term 1,2024,1,2024-Term 1
984,25,Michele Henry,Male,18,Form 2,Kisumu,History,82.8,0.4,73.5,71.3,79.6,75.9,B,Term 1,2024,1,2024-Term 1
985,25,Michele Henry,Male,18,Form 2,Kisumu,English,86.0,1.5,74.8,58.1,87.6,76.2,B,Term 1,2024,1,2024-Term 1
986,25,Michele Henry,Male,18,Form 2,Kisumu,Biology,86.4,4.8,84.1,93.5,67.3,78.5,B,Term 1,2024,1,2024-Term 1
987,25,Michele Henry,Male,18,Form 2,Kisumu,Physics,89.7,3.0,76.8,80.2,69.5,74.2,B,Term 2,2024,2,2024-Term 2
988,25,Michele Henry,Male,18,Form 2,Kisumu,Mathematics,93.7,0.5,70.0,69.5,63.6,66.7,C,Term 2,2024,2,2024-Term 2
989,25,Michele Henry,Male,18,Form 2,Kisumu,English,90.1,3.8,90.2,95.0,87.3,90.2,A,Term 2,2024,2,2024-Term 2
990,25,Michele Henry,Male,18,Form 2,Kisumu,Computer Science,100.0,1.8,95.9,86.1,100.0,95.0,A,Term 2,2024,2,2024-Term 2
991,25,Michele Henry,Male,18,Form 2,Kisumu,Biology,83.3,4.3,94.2,88.4,100.0,95.3,A,Term 2,2024,2,2024-Term 2
992,25,Michele Henry,Male,18,Form 2,Kisumu,Mathematics,82.0,4.0,73.5,66.8,84.5,77.0,B,Term 3,2024,3,2024-Term 3
993,25,Michele Henry,Male,18,Form 2,Kisumu,Physics,88.2,3.4,82.0,98.4,100.0,95.9,A,Term 3,2024,3,2024-Term 3
994,25,Michele Henry,Male,18,Form 2,Kisumu,Biology,85.9,5.4,81.2,85.5,88.7,86.2,A,Term 3,2024,3,2024-Term 3
995,25,Michele Henry,Male,18,Form 2,Kisumu,History,78.1,3.8,79.5,88.2,91.4,88.1,A,Term 3,2024,3,2024-Term 3
996,25,Michele Henry,Male,18,Form 2,Kisumu,English,83.7,4.7,81.4,70.9,70.2,72.7,B,Term 3,2024,3,2024-Term 3
997,25,Michele Henry,Male,18,Form 2,Kisumu,Computer Science,75.7,1.6,72.2,79.1,70.7,73.5,B,Term 3,2024,3,2024-Term 3
998,25,Michele Henry,Male,18,Form 2,Kisumu,English,66.1,4.7,76.6,80.1,78.5,78.6,B,Term 1,2025,1,2025-Term 1
999,25,Michele Henry,Male,18,Form 2,Kisumu,Physics,92.9,3.7,91.9,82.4,79.8,83.0,A,Term 1,2025,1,2025-Term 1
1000,25,Michele Henry,Male,18,Form 2,Kisumu,Biology,91.6,3.4,99.9,85.5,84.9,88.0,A,Term 1,2025,1,2025-Term 1
1001,25,Michele Henry,Male,18,Form 2,Kisumu,Mathematics,83.2,4.6,67.1,72.8,63.9,67.2,C,Term 1,2025,1,2025-Term 1
1002,25,Michele Henry,Male,18,Form 2,Kisumu,Computer Science,77.8,3.8,70.0,77.6,84.0,79.3,B,Term 1,2025,1,2025-Term 1
1003,25,Michele Henry,Male,18,Form 2,Kisumu,History,65.1,4.2,90.2,93.9,100.0,96.2,A,Term 1,2025,1,2025-Term 1
1004,25,Michele Henry,Male,18,Form 2,Kisumu,Physics,78.4,3.2,78.7,89.4,67.9,76.5,B,Term 2,2025,2,2025-Term 2
1005,25,Michele Henry,Male,18,Form 2,Kisumu,English,73.4,5.1,89.0,96.8,93.5,93.6,A,Term 2,2025,2,2025-Term 2
1006,25,Michele Henry,Male,18,Form 2,Kisumu,Biology,97.0,3.1,100.0,96.0,92.2,94.9,A,Term 2,2025,2,2025-Term 2
1007,25,Michele Henry,Male,18,Form 2,Kisumu,Mathematics,89.2,2.5,97.3,94.5,89.7,92.7,A,Term 2,2025,2,2025-Term 2
1008,25,Michele Henry,Male,18,Form 2,Kisumu,Biology,93.0,4.3,87.5,74.1,86.1,82.8,A,Term 3,2025,3,2025-Term 3
1009,25,Michele Henry,Male,18,Form 2,Kisumu,History,86.5,5.6,78.2,78.3,73.9,76.1,B,Term 3,2025,3,2025-Term 3
1010,25,Michele Henry,Male,18,Form 2,Kisumu,English,95.4,5.3,98.8,93.7,92.0,93.8,A,Term 3,2025,3,2025-Term 3
1011,25,Michele Henry,Male,18,Form 2,Kisumu,Computer Science,78.7,2.5,71.7,70.1,76.3,73.5,B,Term 3,2025,3,2025-Term 3
1012,25,Michele Henry,Male,18,Form 2,Kisumu,Mathematics,82.9,2.8,76.4,81.2,66.9,73.1,B,Term 3,2025,3,2025-Term 3
1013,25,Michele Henry,Male,18,Form 2,Kisumu,Physics,82.9,3.3,75.5,80.1,69.4,73.8,B,Term 3,2025,3,2025-Term 3
1014,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Computer Science,73.0,4.6,88.7,96.7,87.2,90.3,A,Term 1,2023,1,2023-Term 1
1015,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Mathematics,92.4,1.1,73.6,76.5,69.7,72.5,B,Term 1,2023,1,2023-Term 1
1016,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Biology,90.2,1.7,77.7,78.6,80.6,79.4,B,Term 1,2023,1,2023-Term 1
1017,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,English,74.4,3.3,81.4,93.5,97.3,92.9,A,Term 1,2023,1,2023-Term 1
1018,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,History,73.8,0.8,68.8,84.6,71.8,75.0,B,Term 1,2023,1,2023-Term 1
1019,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Mathematics,74.0,1.3,74.6,77.7,85.1,80.8,A,Term 2,2023,2,2023-Term 2
1020,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Physics,77.2,2.9,79.1,79.9,74.0,76.8,B,Term 2,2023,2,2023-Term 2
1021,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Biology,82.6,2.4,68.4,80.3,60.0,67.8,C,Term 2,2023,2,2023-Term 2
1022,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,History,74.3,1.7,78.6,75.2,69.0,72.8,B,Term 2,2023,2,2023-Term 2
1023,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Mathematics,82.9,0.7,76.8,63.7,60.2,64.5,C,Term 3,2023,3,2023-Term 3
1024,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,English,97.8,2.1,84.9,84.5,89.2,86.9,A,Term 3,2023,3,2023-Term 3
1025,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,History,73.2,3.2,66.6,75.6,71.1,71.5,B,Term 3,2023,3,2023-Term 3
1026,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,English,80.4,1.2,86.2,88.6,79.4,83.5,A,Term 1,2024,1,2024-Term 1
1027,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Physics,64.7,5.9,76.1,82.8,89.2,84.6,A,Term 1,2024,1,2024-Term 1
1028,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,History,81.8,4.9,83.1,83.7,96.1,89.8,A,Term 1,2024,1,2024-Term 1
1029,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Mathematics,54.9,2.8,58.9,59.2,58.4,58.7,D,Term 1,2024,1,2024-Term 1
1030,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Biology,76.5,1.4,94.8,77.3,98.1,91.2,A,Term 1,2024,1,2024-Term 1
1031,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Computer Science,78.0,3.2,73.0,83.2,77.3,78.2,B,Term 1,2024,1,2024-Term 1
1032,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Computer Science,77.2,1.0,57.5,65.8,56.2,59.4,D,Term 2,2024,2,2024-Term 2
1033,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Biology,79.3,5.1,88.7,88.3,100.0,94.2,A,Term 2,2024,2,2024-Term 2
1034,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,English,87.2,2.5,70.7,74.5,63.7,68.3,C,Term 2,2024,2,2024-Term 2
1035,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Biology,84.9,2.5,63.0,73.9,83.2,76.4,B,Term 3,2024,3,2024-Term 3
1036,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,English,75.7,3.1,73.1,69.8,63.8,67.4,C,Term 3,2024,3,2024-Term 3
1037,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Physics,95.3,4.4,82.9,84.1,85.5,84.6,A,Term 3,2024,3,2024-Term 3
1038,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,History,65.1,4.5,71.5,91.8,75.7,79.7,B,Term 3,2024,3,2024-Term 3
1039,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Biology,78.1,0.0,70.3,70.0,74.4,72.3,B,Term 1,2025,1,2025-Term 1
1040,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,History,96.2,4.2,84.2,78.5,83.8,82.3,A,Term 1,2025,1,2025-Term 1
1041,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Physics,82.7,4.5,89.3,84.3,92.8,89.5,A,Term 1,2025,1,2025-Term 1
1042,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,English,81.1,1.4,70.9,76.9,69.0,71.8,B,Term 1,2025,1,2025-Term 1
1043,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Computer Science,69.9,3.1,76.0,81.5,83.2,81.3,A,Term 1,2025,1,2025-Term 1
1044,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Mathematics,76.1,2.1,70.7,77.3,64.6,69.6,C,Term 1,2025,1,2025-Term 1
1045,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Biology,79.6,5.2,87.3,76.8,90.6,85.8,A,Term 2,2025,2,2025-Term 2
1046,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Mathematics,72.7,1.3,65.6,67.0,57.0,61.7,C,Term 2,2025,2,2025-Term 2
1047,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Computer Science,91.6,4.7,77.0,66.5,79.0,74.8,B,Term 2,2025,2,2025-Term 2
1048,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,English,81.3,3.0,82.1,67.3,80.9,77.1,B,Term 2,2025,2,2025-Term 2
1049,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,History,93.0,4.1,93.9,100.0,95.7,96.7,A,Term 2,2025,2,2025-Term 2
1050,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Physics,94.3,3.0,84.5,74.5,66.6,72.5,B,Term 2,2025,2,2025-Term 2
1051,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Biology,76.8,3.9,87.1,95.8,75.7,84.0,A,Term 3,2025,3,2025-Term 3
1052,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Mathematics,77.6,2.6,74.7,79.2,70.8,74.1,B,Term 3,2025,3,2025-Term 3
1053,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,English,83.4,2.9,71.3,70.8,70.5,70.7,B,Term 3,2025,3,2025-Term 3
1054,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,Physics,82.3,3.1,81.3,66.8,69.2,70.9,B,Term 3,2025,3,2025-Term 3
1055,26,Mr. Daniel Kelley,Male,17,Form 2,Mombasa,History,100.0,1.4,73.4,55.1,67.8,65.1,C,Term 3,2025,3,2025-Term 3
1056,27,Scott Ward,Male,14,Form 1,Nakuru,History,66.6,0.0,83.0,86.3,74.4,79.7,B,Term 1,2023,1,2023-Term 1
1057,27,Scott Ward,Male,14,Form 1,Nakuru,Computer Science,88.8,5.1,98.8,83.9,93.4,91.6,A,Term 1,2023,1,2023-Term 1
1058,27,Scott Ward,Male,14,Form 1,Nakuru,Biology,77.7,2.6,100.0,100.0,94.2,97.1,A,Term 1,2023,1,2023-Term 1
1059,27,Scott Ward,Male,14,Form 1,Nakuru,English,93.0,3.5,100.0,100.0,100.0,100.0,A,Term 1,2023,1,2023-Term 1
1060,27,Scott Ward,Male,14,Form 1,Nakuru,Mathematics,67.6,2.2,94.7,100.0,92.3,95.1,A,Term 1,2023,1,2023-Term 1
1061,27,Scott Ward,Male,14,Form 1,Nakuru,Physics,67.8,4.3,90.3,100.0,87.3,91.7,A,Term 2,2023,2,2023-Term 2
1062,27,Scott Ward,Male,14,Form 1,Nakuru,English,75.4,1.6,99.1,89.6,100.0,96.7,A,Term 2,2023,2,2023-Term 2
1063,27,Scott Ward,Male,14,Form 1,Nakuru,Biology,67.7,3.5,89.7,95.0,95.7,94.3,A,Term 2,2023,2,2023-Term 2
1064,27,Scott Ward,Male,14,Form 1,Nakuru,Computer Science,95.4,2.9,97.8,100.0,100.0,99.6,A,Term 2,2023,2,2023-Term 2
1065,27,Scott Ward,Male,14,Form 1,Nakuru,Biology,81.0,0.3,95.6,89.0,83.5,87.5,A,Term 3,2023,3,2023-Term 3
1066,27,Scott Ward,Male,14,Form 1,Nakuru,History,96.8,3.7,94.3,94.2,100.0,97.1,A,Term 3,2023,3,2023-Term 3
1067,27,Scott Ward,Male,14,Form 1,Nakuru,Physics,83.4,2.2,95.9,100.0,100.0,99.2,A,Term 3,2023,3,2023-Term 3
1068,27,Scott Ward,Male,14,Form 1,Nakuru,English,77.3,2.1,72.1,70.1,80.6,75.8,B,Term 3,2023,3,2023-Term 3
1069,27,Scott Ward,Male,14,Form 1,Nakuru,Computer Science,78.7,1.0,93.7,94.9,76.0,85.2,A,Term 1,2024,1,2024-Term 1
1070,27,Scott Ward,Male,14,Form 1,Nakuru,Biology,80.7,0.9,100.0,92.4,92.5,94.0,A,Term 1,2024,1,2024-Term 1
1071,27,Scott Ward,Male,14,Form 1,Nakuru,History,77.4,0.0,90.7,98.9,83.3,89.5,A,Term 1,2024,1,2024-Term 1
1072,27,Scott Ward,Male,14,Form 1,Nakuru,Mathematics,75.8,0.7,79.6,92.5,79.9,83.6,A,Term 1,2024,1,2024-Term 1
1073,27,Scott Ward,Male,14,Form 1,Nakuru,English,83.2,2.4,89.2,94.2,80.4,86.3,A,Term 1,2024,1,2024-Term 1
1074,27,Scott Ward,Male,14,Form 1,Nakuru,Physics,90.1,1.7,97.3,90.0,95.0,94.0,A,Term 1,2024,1,2024-Term 1
1075,27,Scott Ward,Male,14,Form 1,Nakuru,Computer Science,78.9,3.2,75.0,88.5,92.5,87.8,A,Term 2,2024,2,2024-Term 2
1076,27,Scott Ward,Male,14,Form 1,Nakuru,History,72.9,2.6,100.0,83.1,90.2,90.1,A,Term 2,2024,2,2024-Term 2
1077,27,Scott Ward,Male,14,Form 1,Nakuru,Biology,78.7,4.1,98.9,90.2,100.0,96.8,A,Term 2,2024,2,2024-Term 2
1078,27,Scott Ward,Male,14,Form 1,Nakuru,Mathematics,95.2,3.2,100.0,100.0,88.8,94.4,A,Term 2,2024,2,2024-Term 2
1079,27,Scott Ward,Male,14,Form 1,Nakuru,History,85.8,4.5,99.7,97.5,100.0,99.2,A,Term 3,2024,3,2024-Term 3
1080,27,Scott Ward,Male,14,Form 1,Nakuru,Mathematics,69.9,3.7,94.5,87.3,99.3,94.7,A,Term 3,2024,3,2024-Term 3
1081,27,Scott Ward,Male,14,Form 1,Nakuru,Computer Science,86.9,1.2,100.0,100.0,93.9,97.0,A,Term 3,2024,3,2024-Term 3
1082,27,Scott Ward,Male,14,Form 1,Nakuru,Mathematics,78.9,3.2,100.0,95.3,72.7,84.9,A,Term 1,2025,1,2025-Term 1
1083,27,Scott Ward,Male,14,Form 1,Nakuru,Biology,85.4,2.5,96.0,100.0,100.0,99.2,A,Term 1,2025,1,2025-Term 1
1084,27,Scott Ward,Male,14,Form 1,Nakuru,English,84.8,2.5,98.0,92.3,100.0,97.3,A,Term 1,2025,1,2025-Term 1
1085,27,Scott Ward,Male,14,Form 1,Nakuru,Mathematics,86.6,5.3,96.6,100.0,92.4,95.5,A,Term 2,2025,2,2025-Term 2
1086,27,Scott Ward,Male,14,Form 1,Nakuru,English,89.0,2.2,93.8,73.7,78.4,80.1,A,Term 2,2025,2,2025-Term 2
