feedback_id,teacher_name,subject,academic_term,academic_year,clarity_of_teaching,communication,subject_knowledge,explains_concepts_well,classroom_engagement,availability,use_of_materials,responsiveness,fairness_in_assessment,overall_effectiveness
813,Joshua Diaz,History,Term 2,2023,3,5,3,5,4,4,4,4,4,4
814,Joshua Diaz,History,Term 2,2023,3,4,5,4,5,3,4,5,4,4
815,Joshua Diaz,History,Term 2,2023,5,2,4,4,5,5,5,4,4,4
816,Joshua Diaz,History,Term 2,2023,5,4,4,4,5,4,4,4,5,3
817,Joshua Diaz,History,Term 2,2023,5,2,4,4,5,2,4,3,5,5
818,Joshua Diaz,History,Term 2,2023,4,2,5,5,5,4,4,4,2,4
819,Joshua Diaz,History,Term 2,2023,3,4,3,5,4,2,2,3,5,5
820,Joshua Diaz,History,Term 2,2023,3,4,3,4,4,5,3,5,5,4
821,Joshua Diaz,History,Term 2,2023,3,4,3,4,3,4,4,4,5,4
822,Joshua Diaz,History,Term 2,2023,3,3,4,4,4,4,5,4,4,5
823,Joshua Diaz,History,Term 2,2023,4,3,5,4,3,4,5,3,5,4
824,Joshua Diaz,History,Term 3,2023,4,4,4,4,5,4,4,3,4,3
825,Joshua Diaz,History,Term 3,2023,4,3,4,3,5,3,4,4,4,5
826,Joshua Diaz,History,Term 3,2023,4,3,5,3,4,4,5,4,4,4
827,Joshua Diaz,History,Term 3,2023,3,5,3,5,3,5,3,5,5,4
828,Joshua Diaz,History,Term 3,2023,4,5,4,5,4,5,3,4,3,5
829,Joshua Diaz,History,Term 3,2023,5,4,5,5,5,5,5,5,4,4
830,Joshua Diaz,History,Term 3,2023,4,4,4,5,4,4,4,2,3,4
831,Joshua Diaz,History,Term 3,2023,4,4,4,4,4,3,4,4,4,4
832,Joshua Diaz,History,Term 3,2023,5,4,4,3,3,4,3,5,4,3
833,Joshua Diaz,History,Term 3,2023,3,5,2,4,4,5,3,4,4,4
834,Joshua Diaz,History,Term 3,2023,5,4,5,4,5,5,5,3,5,4
835,Joshua Diaz,History,Term 3,2023,4,5,4,3,4,5,4,4,4,4
836,Joshua Diaz,History,Term 3,2023,4,4,4,5,5,4,4,4,3,3
837,Joshua Diaz,History,Term 3,2023,4,5,5,4,5,4,4,3,5,4
838,Joshua Diaz,History,Term 3,2023,5,4,3,3,4,4,5,5,3,3
839,Joshua Diaz,History,Term 3,2023,5,5,5,5,4,4,5,3,4,4
840,Joshua Diaz,History,Term 3,2023,5,3,4,3,4,3,4,4,4,4
841,Joshua Diaz,History,Term 3,2023,4,5,4,5,3,4,5,5,3,2
842,Joshua Diaz,History,Term 3,2023,5,4,4,4,4,4,4,4,2,3
843,Joshua Diaz,History,Term 3,2023,5,5,4,5,4,3,3,4,3,3
844,Joshua Diaz,History,Term 3,2023,3,4,4,4,4,4,5,4,3,3
845,Joshua Diaz,History,Term 3,2023,4,4,4,4,4,3,3,5,2,3
846,Joshua Diaz,History,Term 3,2023,3,3,4,3,5,4,4,4,3,3
847,Joshua Diaz,History,Term 3,2023,5,4,4,4,4,3,4,5,4,5
848,Joshua Diaz,History,Term 1,2024,4,4,4,2,3,4,5,4,4,3
849,Joshua Diaz,History,Term 1,2024,5,3,5,4,4,5,5,3,5,3
850,Joshua Diaz,History,Term 1,2024,4,2,4,4,5,4,4,5,5,5
851,Joshua Diaz,History,Term 1,2024,5,4,5,3,3,4,4,5,4,5
852,Joshua Diaz,History,Term 1,2024,4,4,3,4,5,5,3,5,4,4
853,Joshua Diaz,History,Term 1,2024,3,4,4,5,5,4,4,5,4,5
854,Joshua Diaz,History,Term 1,2024,5,4,5,4,4,4,3,4,5,4
855,Joshua Diaz,History,Term 1,2024,4,3,4,4,4,4,4,3,2,3
856,Joshua Diaz,History,Term 1,2024,2,5,5,3,3,4,4,3,3,4
857,Joshua Diaz,History,Term 1,2024,3,3,4,4,4,4,5,4,5,3
858,Joshua Diaz,History,Term 1,2024,1,3,4,3,5,4,4,4,5,4
859,Joshua Diaz,History,Term 1,2024,4,5,5,5,5,2,3,5,4,5
860,Joshua Diaz,History,Term 1,2024,5,4,4,4,4,3,4,4,4,5
861,Joshua Diaz,History,Term 1,2024,5,5,5,5,3,3,4,4,4,3
862,Joshua Diaz,History,Term 1,2024,4,4,4,5,4,3,4,5,4,3
863,Joshua Diaz,History,Term 1,2024,5,4,3,3,5,4,5,5,4,4
864,Joshua Diaz,History,Term 1,2024,4,3,5,4,3,5,4,4,4,3
865,Joshua Diaz,History,Term 1,2024,3,5,4,2,3,4,3,4,4,5
866,Joshua Diaz,History,Term 1,2024,5,3,3,5,4,5,5,3,5,5
867,Joshua Diaz,History,Term 1,2024,4,5,4,4,4,3,5,3,3,4
868,Joshua Diaz,History,Term 1,2024,3,4,4,5,5,4,3,4,4,5
869,Joshua Diaz,History,Term 1,2024,4,4,5,5,4,3,4,5,4,4
870,Joshua Diaz,History,Term 1,2024,4,3,4,3,4,4,4,5,5,5
871,Joshua Diaz,History,Term 1,2024,4,4,2,4,3,4,5,5,5,3
872,Joshua Diaz,History,Term 1,2024,3,5,2,5,4,4,4,5,3,4
873,Joshua Diaz,History,Term 1,2024,5,3,5,4,2,4,4,4,5,5
874,Joshua Diaz,History,Term 1,2024,4,5,4,4,3,2,3,4,3,3
875,Joshua Diaz,History,Term 2,2024,5,4,4,3,3,3,5,4,4,3
876,Joshua Diaz,History,Term 2,2024,5,5,5,5,3,3,5,3,4,5
877,Joshua Diaz,History,Term 2,2024,5,3,4,4,3,5,4,3,4,4
878,Joshua Diaz,History,Term 2,2024,4,5,4,4,4,4,3,5,4,4
879,Joshua Diaz,History,Term 2,2024,4,4,3,3,4,3,4,4,5,4
880,Joshua Diaz,History,Term 2,2024,5,5,5,3,5,3,3,3,4,4
881,Joshua Diaz,History,Term 2,2024,5,3,4,3,3,4,4,4,3,4
882,Joshua Diaz,History,Term 2,2024,5,4,4,4,3,4,5,3,4,4
883,Joshua Diaz,History,Term 2,2024,5,5,4,3,5,3,4,4,4,3
884,Joshua Diaz,History,Term 2,2024,5,4,4,4,4,4,3,3,4,5
885,Joshua Diaz,History,Term 2,2024,5,4,5,5,4,4,4,3,3,4
886,Joshua Diaz,History,Term 2,2024,4,4,4,3,5,5,4,4,5,5
887,Joshua Diaz,History,Term 2,2024,4,4,3,4,4,3,5,4,4,4
888,Joshua Diaz,History,Term 2,2024,5,4,4,3,5,5,3,4,4,5
889,Joshua Diaz,History,Term 2,2024,4,4,4,4,5,4,3,4,4,5
890,Joshua Diaz,History,Term 2,2024,4,3,3,4,4,3,4,4,4,4
891,Joshua Diaz,History,Term 2,2024,5,2,3,4,5,3,5,3,4,4
892,Joshua Diaz,History,Term 2,2024,5,5,3,4,3,4,4,5,4,4
893,Joshua Diaz,History,Term 2,2024,4,2,4,4,4,4,3,3,4,4
894,Joshua Diaz,History,Term 2,2024,4,4,5,4,5,4,5,5,5,2
895,Joshua Diaz,History,Term 2,2024,4,5,3,3,5,3,3,5,4,3
896,Joshua Diaz,History,Term 2,2024,3,5,4,5,4,4,3,5,3,5
897,Joshua Diaz,History,Term 2,2024,3,3,4,3,4,5,5,4,4,4
898,Joshua Diaz,History,Term 2,2024,4,2,4,3,4,4,4,4,4,3
899,Joshua Diaz,History,Term 2,2024,5,4,4,4,4,5,4,5,3,5
900,Joshua Diaz,History,Term 2,2024,4,4,3,4,4,4,3,4,4,4
901,Joshua Diaz,History,Term 2,2024,4,4,4,5,4,4,3,3,5,4
902,Joshua Diaz,History,Term 2,2024,4,5,4,3,5,5,4,5,5,4
903,Joshua Diaz,History,Term 2,2024,4,4,4,4,5,5,4,4,4,5
904,Joshua Diaz,History,Term 2,2024,4,4,4,5,4,3,5,3,3,4
905,Joshua Diaz,History,Term 2,2024,4,3,4,4,3,4,4,5,3,5
906,Joshua Diaz,History,Term 2,2024,3,4,4,3,5,4,4,4,4,4
907,Joshua Diaz,History,Term 2,2024,3,4,3,4,2,4,5,4,3,2
908,Joshua Diaz,History,Term 2,2024,4,5,4,5,4,4,4,4,5,5
909,Joshua Diaz,History,Term 2,2024,4,5,4,4,4,5,4,4,4,4
910,Joshua Diaz,History,Term 2,2024,5,3,5,5,5,4,4,4,5,5
911,Joshua Diaz,History,Term 2,2024,3,3,4,4,5,4,5,4,3,5
912,Joshua Diaz,History,Term 2,2024,4,5,5,5,4,3,5,3,5,4
913,Joshua Diaz,History,Term 3,2024,4,4,4,4,4,4,3,3,4,2
914,Joshua Diaz,History,Term 3,2024,3,5,5,5,5,4,4,4,5,3
915,Joshua Diaz,History,Term 3,2024,5,4,3,5,3,5,4,5,5,5
916,Joshua Diaz,History,Term 3,2024,3,4,4,5,4,3,3,4,3,4
917,Joshua Diaz,History,Term 3,2024,4,4,5,3,2,4,3,5,4,4
918,Joshua Diaz,History,Term 3,2024,3,4,5,5,4,3,4,4,5,4
919,Joshua Diaz,History,Term 3,2024,4,4,4,4,4,4,4,2,5,5
920,Joshua Diaz,History,Term 3,2024,4,5,4,4,3,4,3,4,5,4
921,Joshua Diaz,History,Term 3,2024,4,4,3,4,3,5,5,5,5,5
922,Joshua Diaz,History,Term 3,2024,4,5,4,4,4,5,4,4,4,3
923,Joshua Diaz,History,Term 3,2024,5,5,3,4,3,3,5,5,4,4
924,Joshua Diaz,History,Term 3,2024,4,4,5,5,5,4,3,4,4,3
925,Joshua Diaz,History,Term 3,2024,5,5,4,5,4,3,5,5,4,4
926,Joshua Diaz,History,Term 3,2024,5,4,5,5,4,5,4,5,4,5
927,Joshua Diaz,History,Term 3,2024,5,3,4,5,4,5,4,3,5,5
928,Joshua Diaz,History,Term 3,2024,3,4,4,5,5,4,3,4,4,4
929,Joshua Diaz,History,Term 3,2024,5,5,5,5,4,4,3,4,3,5
930,Joshua Diaz,History,Term 3,2024,5,3,4,4,4,4,4,4,4,4
931,Joshua Diaz,History,Term 3,2024,5,4,4,4,4,3,4,5,3,4
932,Joshua Diaz,History,Term 3,2024,5,4,4,5,4,5,4,3,4,4
933,Joshua Diaz,History,Term 3,2024,5,5,5,4,4,4,3,5,5,3
934,Joshua Diaz,History,Term 3,2024,4,4,4,5,4,4,4,5,5,4
935,Joshua Diaz,History,Term 3,2024,3,5,4,4,5,5,5,5,2,4
936,Joshua Diaz,History,Term 3,2024,5,4,5,3,5,4,4,3,5,3
937,Joshua Diaz,History,Term 1,2025,3,5,5,4,3,4,4,4,5,3
938,Joshua Diaz,History,Term 1,2025,3,5,3,4,4,4,5,4,3,4
939,Joshua Diaz,History,Term 1,2025,5,4,5,4,4,4,4,4,5,4
940,Joshua Diaz,History,Term 1,2025,4,5,4,5,4,3,4,4,4,5
941,Joshua Diaz,History,Term 1,2025,3,2,4,4,4,4,3,3,4,5
942,Joshua Diaz,History,Term 1,2025,5,4,4,4,5,3,5,5,3,5
943,Joshua Diaz,History,Term 1,2025,5,5,3,3,5,4,3,5,4,4
944,Joshua Diaz,History,Term 1,2025,5,5,4,5,3,4,5,5,4,5
945,Joshua Diaz,History,Term 1,2025,4,4,3,4,3,4,3,2,4,5
946,Joshua Diaz,History,Term 1,2025,3,2,4,3,3,4,4,3,4,4
947,Joshua Diaz,History,Term 1,2025,4,4,4,3,4,5,4,5,4,4
948,Joshua Diaz,History,Term 1,2025,4,5,5,4,4,4,4,4,4,5
949,Joshua Diaz,History,Term 1,2025,3,4,4,4,5,4,3,5,5,5
950,Joshua Diaz,History,Term 1,2025,4,3,4,3,5,4,5,5,3,5
951,Joshua Diaz,History,Term 1,2025,4,4,4,4,4,5,5,5,4,3
952,Joshua Diaz,History,Term 1,2025,5,4,4,5,3,4,4,5,4,3
953,Joshua Diaz,History,Term 1,2025,4,3,4,5,4,3,4,4,3,5
954,Joshua Diaz,History,Term 1,2025,4,4,4,5,5,4,5,4,5,3
955,Joshua Diaz,History,Term 1,2025,4,3,4,3,3,4,3,4,5,3
956,Joshua Diaz,History,Term 1,2025,4,3,5,4,5,4,4,4,3,3
957,Joshua Diaz,History,Term 1,2025,4,4,3,4,4,5,4,4,3,4
958,Joshua Diaz,History,Term 1,2025,3,4,4,5,5,4,2,5,5,3
959,Joshua Diaz,History,Term 1,2025,5,4,4,4,5,4,3,5,4,4
960,Joshua Diaz,History,Term 1,2025,5,4,4,4,4,5,4,5,3,3
961,Joshua Diaz,History,Term 1,2025,3,4,5,5,5,4,4,5,4,4
962,Joshua Diaz,History,Term 1,2025,5,4,5,4,3,3,4,4,4,4
963,Joshua Diaz,History,Term 1,2025,4,5,4,5,4,4,4,4,3,5
964,Joshua Diaz,History,Term 1,2025,5,4,4,5,4,5,5,3,3,4
965,Joshua Diaz,History,Term 1,2025,5,4,5,3,3,4,3,4,4,5
966,Joshua Diaz,History,Term 1,2025,5,4,5,5,4,5,5,5,4,4
967,Joshua Diaz,History,Term 1,2025,3,4,4,4,4,3,5,4,4,5
968,Joshua Diaz,History,Term 1,2025,5,4,4,4,4,4,5,3,4,4
969,Joshua Diaz,History,Term 1,2025,5,4,4,3,4,5,5,3,3,4
970,Joshua Diaz,History,Term 1,2025,4,5,5,5,5,4,3,5,4,4
971,Joshua Diaz,History,Term 1,2025,4,4,3,4,4,4,3,3,4,5
972,Joshua Diaz,History,Term 1,2025,5,4,3,5,5,5,5,5,5,4
973,Joshua Diaz,History,Term 1,2025,3,4,4,3,2,4,4,4,5,5
974,Joshua Diaz,History,Term 1,2025,5,5,4,4,3,5,3,4,4,4
975,Joshua Diaz,History,Term 1,2025,4,3,5,5,5,5,5,4,4,5
976,Joshua Diaz,History,Term 2,2025,4,4,5,4,5,4,4,5,3,4
977,Joshua Diaz,History,Term 2,2025,5,3,4,5,5,5,2,4,5,5
978,Joshua Diaz,History,Term 2,2025,3,3,4,3,4,4,5,4,5,5
979,Joshua Diaz,History,Term 2,2025,4,4,5,5,5,4,3,4,4,5
980,Joshua Diaz,History,Term 2,2025,5,4,5,3,4,5,5,3,3,5
981,Joshua Diaz,History,Term 2,2025,5,4,4,4,4,3,4,4,5,5
982,Joshua Diaz,History,Term 2,2025,4,3,4,4,5,3,4,4,3,5
983,Joshua Diaz,History,Term 2,2025,2,4,4,5,5,3,3,3,4,3
984,Joshua Diaz,History,Term 2,2025,4,3,3,5,5,3,2,5,4,4
985,Joshua Diaz,History,Term 2,2025,3,4,4,5,5,4,5,4,4,3
986,Joshua Diaz,History,Term 2,2025,3,3,5,4,5,3,4,4,4,3
987,Joshua Diaz,History,Term 2,2025,5,3,4,5,4,5,4,5,4,2
988,Joshua Diaz,History,Term 2,2025,3,3,4,3,5,4,4,4,5,3
989,Joshua Diaz,History,Term 2,2025,5,4,5,5,4,4,5,3,3,4
990,Joshua Diaz,History,Term 2,2025,4,3,3,4,5,3,3,5,5,4
991,Joshua Diaz,History,Term 2,2025,5,4,4,3,4,3,3,5,4,5
992,Joshua Diaz,History,Term 2,2025,3,5,5,4,5,3,5,4,3,3
993,Joshua Diaz,History,Term 2,2025,3,5,4,2,3,3,5,4,3,4
994,Joshua Diaz,History,Term 2,2025,4,4,4,4,5,4,5,4,5,5
995,Joshua Diaz,History,Term 2,2025,4,4,5,4,4,5,4,5,4,4
996,Joshua Diaz,History,Term 2,2025,4,3,5,4,5,5,4,3,3,5
997,Joshua Diaz,History,Term 2,2025,4,3,3,5,4,4,4,4,5,4
998,Joshua Diaz,History,Term 2,2025,5,3,5,4,3,5,4,5,2,3
999,Joshua Diaz,History,Term 2,2025,4,4,5,5,2,4,4,4,5,5
1000,Joshua Diaz,History,Term 2,2025,5,4,5,3,4,5,3,4,5,5
1001,Joshua Diaz,History,Term 2,2025,5,4,5,5,4,4,5,4,4,4
1002,Joshua Diaz,History,Term 2,2025,3,3,3,4,5,3,4,4,2,4
1003,Joshua Diaz,History,Term 2,2025,5,3,4,5,3,4,5,2,4,4
1004,Joshua Diaz,History,Term 2,2025,5,5,3,3,3,5,4,5,3,3
1005,Joshua Diaz,History,Term 2,2025,5,4,5,5,4,5,3,5,4,2
1006,Joshua Diaz,History,Term 2,2025,4,4,5,3,4,3,2,3,4,4
1007,Joshua Diaz,History,Term 2,2025,4,4,3,4,3,4,2,4,4,5
1008,Joshua Diaz,History,Term 2,2025,4,5,3,4,3,4,5,3,4,4
1009,Joshua Diaz,History,Term 2,2025,5,3,3,3,3,4,4,5,5,3
1010,Joshua Diaz,History,Term 2,2025,4,3,5,2,4,4,4,4,5,4
1011,Joshua Diaz,History,Term 2,2025,5,5,3,2,4,5,5,4,4,5
1012,Joshua Diaz,History,Term 2,2025,3,4,5,4,3,4,4,3,4,5
1013,Joshua Diaz,History,Term 2,2025,5,4,3,2,4,3,4,4,5,3
1014,Joshua Diaz,History,Term 3,2025,3,4,4,5,5,4,5,3,3,4
1015,Joshua Diaz,History,Term 3,2025,4,2,5,2,4,5,4,5,3,4
1016,Joshua Diaz,History,Term 3,2025,5,4,4,4,4,4,3,3,4,5
1017,Joshua Diaz,History,Term 3,2025,5,5,4,4,4,3,5,3,3,3
1018,Joshua Diaz,History,Term 3,2025,3,4,3,3,5,4,4,4,4,3
1019,Joshua Diaz,History,Term 3,2025,4,4,3,4,2,4,5,5,3,4
1020,Joshua Diaz,History,Term 3,2025,5,5,4,3,5,5,5,5,3,4
1021,Joshua Diaz,History,Term 3,2025,4,5,4,5,4,4,5,4,4,3
1022,Joshua Diaz,History,Term 3,2025,3,3,4,3,3,4,5,3,4,5
1023,Joshua Diaz,History,Term 3,2025,3,3,5,4,4,4,4,2,4,5
1024,Joshua Diaz,History,Term 3,2025,4,5,4,3,5,5,3,5,4,5
1025,Joshua Diaz,History,Term 3,2025,5,4,5,5,5,4,3,3,5,4
1026,Joshua Diaz,History,Term 3,2025,4,4,5,3,3,5,5,3,4,4
1027,Joshua Diaz,History,Term 3,2025,4,4,4,5,4,4,4,4,3,4
1028,Joshua Diaz,History,Term 3,2025,4,3,3,4,5,5,5,4,3,4
1029,Joshua Diaz,History,Term 3,2025,5,5,5,4,4,5,4,3,4,3
1030,Joshua Diaz,History,Term 3,2025,5,4,5,4,5,5,5,5,3,3
1031,Joshua Diaz,History,Term 3,2025,5,4,3,4,4,5,4,4,4,4
1032,Angela Kirk,Biology,Term 1,2023,4,5,5,5,4,3,5,5,5,5
1033,Angela Kirk,Biology,Term 1,2023,5,5,4,4,5,3,5,3,3,4
1034,Angela Kirk,Biology,Term 1,2023,5,4,4,4,5,5,4,5,3,5
1035,Angela Kirk,Biology,Term 1,2023,3,4,5,5,5,4,5,5,5,4
1036,Angela Kirk,Biology,Term 1,2023,5,5,5,4,3,4,3,5,5,4
1037,Angela Kirk,Biology,Term 1,2023,4,4,5,3,4,5,4,4,5,4
1038,Angela Kirk,Biology,Term 1,2023,4,4,5,5,4,5,4,5,5,3
1039,Angela Kirk,Biology,Term 1,2023,5,5,4,5,5,4,4,5,5,4
1040,Angela Kirk,Biology,Term 1,2023,5,4,4,4,5,3,4,4,4,4
1041,Angela Kirk,Biology,Term 1,2023,4,3,5,5,3,4,5,3,5,5
1042,Angela Kirk,Biology,Term 1,2023,4,4,4,4,5,4,4,4,4,4
1043,Angela Kirk,Biology,Term 1,2023,5,3,4,5,5,4,4,3,4,5
1044,Angela Kirk,Biology,Term 1,2023,3,3,5,4,5,3,4,4,5,4
1045,Angela Kirk,Biology,Term 1,2023,5,4,5,4,5,5,5,4,3,4
1046,Angela Kirk,Biology,Term 1,2023,3,4,5,4,3,4,5,4,5,5
1047,Angela Kirk,Biology,Term 1,2023,4,5,5,4,5,4,5,4,3,3
1048,Angela Kirk,Biology,Term 1,2023,5,4,3,5,5,4,4,5,4,4
1049,Angela Kirk,Biology,Term 1,2023,3,3,4,4,5,4,3,4,4,5
1050,Angela Kirk,Biology,Term 1,2023,5,4,5,5,4,4,3,5,4,3
1051,Angela Kirk,Biology,Term 1,2023,3,4,5,4,4,4,4,4,5,4
1052,Angela Kirk,Biology,Term 1,2023,3,4,5,4,5,4,5,4,5,3
1053,Angela Kirk,Biology,Term 1,2023,4,5,4,4,5,4,4,5,3,4
1054,Angela Kirk,Biology,Term 1,2023,4,5,5,2,5,4,5,4,5,5
1055,Angela Kirk,Biology,Term 1,2023,4,5,5,4,3,5,4,5,5,4
1056,Angela Kirk,Biology,Term 1,2023,3,3,3,4,5,4,5,3,5,5
1057,Angela Kirk,Biology,Term 1,2023,4,4,4,5,3,3,5,5,4,5
1058,Angela Kirk,Biology,Term 1,2023,4,4,4,4,5,4,4,4,5,4
1059,Angela Kirk,Biology,Term 1,2023,4,4,3,4,5,4,4,5,4,4
1060,Angela Kirk,Biology,Term 1,2023,4,4,5,4,3,5,5,5,4,2
1061,Angela Kirk,Biology,Term 1,2023,5,5,4,4,4,2,4,3,5,5
1062,Angela Kirk,Biology,Term 1,2023,4,5,5,4,4,4,5,4,5,5
1063,Angela Kirk,Biology,Term 1,2023,4,2,4,5,4,5,5,3,3,5
1064,Angela Kirk,Biology,Term 1,2023,4,4,5,3,3,4,4,5,3,4
1065,Angela Kirk,Biology,Term 1,2023,5,3,4,5,4,3,4,5,5,4
1066,Angela Kirk,Biology,Term 2,2023,4,5,5,4,4,4,4,4,5,5
1067,Angela Kirk,Biology,Term 2,2023,5,4,3,5,5,5,3,5,4,5
1068,Angela Kirk,Biology,Term 2,2023,4,5,5,5,4,4,4,4,4,5
1069,Angela Kirk,Biology,Term 2,2023,4,4,5,5,5,3,3,4,5,5
1070,Angela Kirk,Biology,Term 2,2023,5,3,5,5,3,5,5,4,5,3
1071,Angela Kirk,Biology,Term 2,2023,5,5,4,5,3,4,4,4,4,5
1072,Angela Kirk,Biology,Term 2,2023,2,5,3,5,5,5,5,4,5,4
1073,Angela Kirk,Biology,Term 2,2023,5,5,5,4,4,4,4,5,5,5
1074,Angela Kirk,Biology,Term 2,2023,4,5,5,4,5,4,4,4,4,5
1075,Angela Kirk,Biology,Term 2,2023,4,5,5,4,5,4,5,5,4,4
1076,Angela Kirk,Biology,Term 2,2023,4,4,4,3,5,3,5,3,4,4
1077,Angela Kirk,Biology,Term 2,2023,5,4,5,4,4,5,4,5,3,5
1078,Angela Kirk,Biology,Term 2,2023,4,4,5,4,5,4,4,4,4,5
1079,Angela Kirk,Biology,Term 2,2023,3,4,4,4,3,5,4,3,4,4
1080,Angela Kirk,Biology,Term 2,2023,4,3,5,3,5,5,4,5,4,4
1081,Angela Kirk,Biology,Term 2,2023,5,5,4,5,5,2,4,5,4,5
1082,Angela Kirk,Biology,Term 2,2023,4,4,4,4,3,5,4,5,4,4
1083,Angela Kirk,Biology,Term 2,2023,5,4,4,3,5,3,5,4,4,4
1084,Angela Kirk,Biology,Term 2,2023,5,5,4,4,3,2,5,5,5,5
1085,Angela Kirk,Biology,Term 2,2023,5,4,4,3,5,4,5,4,5,4
1086,Angela Kirk,Biology,Term 2,2023,4,5,5,4,3,4,3,4,4,5
1087,Angela Kirk,Biology,Term 2,2023,4,4,5,3,3,5,4,5,4,4
1088,Angela Kirk,Biology,Term 2,2023,3,4,5,5,5,5,3,5,4,5
1089,Angela Kirk,Biology,Term 2,2023,4,4,4,3,3,4,5,4,4,4
1090,Angela Kirk,Biology,Term 2,2023,5,3,5,4,4,5,4,5,4,5
1091,Angela Kirk,Biology,Term 2,2023,4,5,5,5,5,4,5,5,5,4
1092,Angela Kirk,Biology,Term 2,2023,5,5,4,5,4,4,4,2,5,4
1093,Angela Kirk,Biology,Term 2,2023,4,5,4,5,4,3,4,4,5,5
1094,Angela Kirk,Biology,Term 3,2023,5,3,5,4,5,5,4,3,4,4
1095,Angela Kirk,Biology,Term 3,2023,3,5,5,4,3,4,3,5,4,3
1096,Angela Kirk,Biology,Term 3,2023,3,3,5,4,4,4,3,3,4,5
1097,Angela Kirk,Biology,Term 3,2023,4,5,4,3,4,3,5,4,4,5
1098,Angela Kirk,Biology,Term 3,2023,4,5,4,5,5,5,4,4,4,3
1099,Angela Kirk,Biology,Term 3,2023,3,4,4,5,5,5,4,5,3,4
1100,Angela Kirk,Biology,Term 3,2023,3,4,3,4,4,4,4,4,5,5
1101,Angela Kirk,Biology,Term 3,2023,3,4,5,4,5,4,3,4,4,5
1102,Angela Kirk,Biology,Term 3,2023,4,4,5,5,5,5,5,4,4,5
1103,Angela Kirk,Biology,Term 3,2023,5,5,5,3,5,3,4,4,4,4
1104,Angela Kirk,Biology,Term 3,2023,5,5,5,4,4,5,4,3,5,5
1105,Angela Kirk,Biology,Term 3,2023,5,5,4,5,5,5,4,5,5,5
1106,Angela Kirk,Biology,Term 3,2023,4,5,4,5,4,5,4,4,5,5
1107,Angela Kirk,Biology,Term 3,2023,5,4,4,4,4,5,5,5,4,5
1108,Angela Kirk,Biology,Term 3,2023,4,3,4,5,4,3,4,4,4,5
1109,Angela Kirk,Biology,Term 3,2023,5,3,5,4,5,5,4,5,3,4
1110,Angela Kirk,Biology,Term 3,2023,4,3,4,4,5,5,5,5,3,4
1111,Angela Kirk,Biology,Term 3,2023,3,5,4,4,4,3,5,5,4,4
1112,Angela Kirk,Biology,Term 3,2023,5,4,4,5,5,4,4,5,4,4
1113,Angela Kirk,Biology,Term 3,2023,3,4,5,4,4,4,5,5,5,4
1114,Angela Kirk,Biology,Term 3,2023,3,5,4,4,3,4,4,4,4,3
1115,Angela Kirk,Biology,Term 3,2023,5,4,4,5,4,3,5,3,3,5
1116,Angela Kirk,Biology,Term 3,2023,4,4,3,5,4,5,5,4,3,5
1117,Angela Kirk,Biology,Term 3,2023,5,5,4,5,5,5,4,5,4,3
1118,Angela Kirk,Biology,Term 3,2023,5,4,3,5,5,5,4,5,5,3
1119,Angela Kirk,Biology,Term 3,2023,3,4,5,5,4,5,5,4,3,5
1120,Angela Kirk,Biology,Term 3,2023,5,4,5,4,4,5,4,3,5,3
1121,Angela Kirk,Biology,Term 3,2023,5,5,5,4,4,4,4,3,4,4
1122,Angela Kirk,Biology,Term 3,2023,5,4,4,5,4,4,4,5,4,5
1123,Angela Kirk,Biology,Term 3,2023,5,4,4,5,4,2,4,5,4,4
1124,Angela Kirk,Biology,Term 3,2023,5,4,4,4,4,4,4,5,4,4
1125,Angela Kirk,Biology,Term 3,2023,5,5,5,4,4,4,5,5,5,4
1126,Angela Kirk,Biology,Term 3,2023,4,5,4,4,5,4,4,5,5,4
1127,Angela Kirk,Biology,Term 3,2023,5,4,4,4,5,5,5,3,4,4
1128,Angela Kirk,Biology,Term 3,2023,5,4,5,5,4,4,5,5,4,4
1129,Angela Kirk,Biology,Term 3,2023,3,4,5,5,3,5,5,4,4,5
1130,Angela Kirk,Biology,Term 3,2023,4,5,4,3,5,5,5,3,5,5
1131,Angela Kirk,Biology,Term 3,2023,5,4,3,4,4,4,5,4,5,4
1132,Angela Kirk,Biology,Term 1,2024,3,4,4,4,5,3,4,5,4,4
1133,Angela Kirk,Biology,Term 1,2024,5,5,5,4,4,3,5,4,4,4
1134,Angela Kirk,Biology,Term 1,2024,5,4,4,5,5,4,5,5,5,4
1135,Angela Kirk,Biology,Term 1,2024,3,5,4,5,4,4,4,3,5,5
1136,Angela Kirk,Biology,Term 1,2024,4,4,5,2,5,5,3,3,3,5
1137,Angela Kirk,Biology,Term 1,2024,3,4,5,4,4,4,3,5,5,4
1138,Angela Kirk,Biology,Term 1,2024,4,4,4,4,4,4,5,4,4,4
1139,Angela Kirk,Biology,Term 1,2024,4,4,4,5,5,2,5,4,4,4
1140,Angela Kirk,Biology,Term 1,2024,5,4,5,4,5,5,4,5,5,4
1141,Angela Kirk,Biology,Term 1,2024,4,4,5,5,4,5,4,4,4,4
1142,Angela Kirk,Biology,Term 1,2024,4,5,5,5,4,3,3,4,5,3
1143,Angela Kirk,Biology,Term 1,2024,5,4,4,5,5,4,4,4,3,3
1144,Angela Kirk,Biology,Term 1,2024,4,5,3,4,4,5,4,5,4,5
